open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-12-14 14:00:00+00:00,89532.84,89654.96,88915.03,88915.03,0.29196,2025-12-14 14:59:59.999000+00:00,25995.1272548,69,0.0064,572.8659517
2025-12-14 15:00:00+00:00,89198.27,89329.1,88908.91,88942.4,0.13093,2025-12-14 15:59:59.999000+00:00,11680.9523467,47,0.12703,11333.8453819
2025-12-14 16:00:00+00:00,88950.25,89444.97,88566.62,88566.62,2.18808,2025-12-14 16:59:59.999000+00:00,194265.6264986,92,0.34198,30448.8017207
2025-12-14 17:00:00+00:00,89098.67,89098.67,88617.86,88975.34,0.82514,2025-12-14 17:59:59.999000+00:00,73279.1758383,48,0.80575,71557.5274644
2025-12-14 18:00:00+00:00,88965.92,88975.34,88674.1,88975.31,2.46496,2025-12-14 18:59:59.999000+00:00,219294.4062758,83,2.4343,216572.1235022
2025-12-14 19:00:00+00:00,88757.65,88973.91,88537.08,88735.49,0.04613,2025-12-14 19:59:59.999000+00:00,4090.1259132,37,0.00511,453.8313313
2025-12-14 20:00:00+00:00,88541.28,88892.51,88440.5,88757.33,0.16349,2025-12-14 20:59:59.999000+00:00,14491.2490867,60,0.03298,2924.7998163
2025-12-14 21:00:00+00:00,88749.26,88749.26,88369.0,88369.0,0.46796,2025-12-14 21:59:59.999000+00:00,41400.8241487,47,0.05138,4552.4211343
2025-12-14 22:00:00+00:00,88615.49,88615.49,88064.51,88501.83,0.23132,2025-12-14 22:59:59.999000+00:00,20414.9841944,60,0.1315,11609.9915469
2025-12-14 23:00:00+00:00,88502.12,88669.72,87645.64,88314.15,2.39281,2025-12-14 23:59:59.999000+00:00,210427.1430892,96,0.08454,7466.2534928
2025-12-15 00:00:00+00:00,88310.63,88606.18,88073.3,88268.08,1.78238,2025-12-15 00:59:59.999000+00:00,157561.1111628,87,1.10355,97722.0856954
2025-12-15 01:00:00+00:00,88268.7,89300.0,88268.7,89298.09,1.66803,2025-12-15 01:59:59.999000+00:00,148350.0506971,83,1.65902,147552.8884708
2025-12-15 02:00:00+00:00,89299.65,89998.24,89263.16,89490.04,0.28664,2025-12-15 02:59:59.999000+00:00,25650.3899044,84,0.06791,6087.5031238
2025-12-15 03:00:00+00:00,89486.68,89607.4,89214.93,89215.55,0.02185,2025-12-15 03:59:59.999000+00:00,1953.3422083,25,0.00998,893.3221018
2025-12-15 04:00:00+00:00,89222.72,89822.49,89222.72,89818.83,0.67569,2025-12-15 04:59:59.999000+00:00,60546.9309855,63,0.66474,59569.6923195
2025-12-15 05:00:00+00:00,89816.73,89822.08,89525.32,89727.25,0.11821,2025-12-15 05:59:59.999000+00:00,10604.9870772,47,0.07834,7032.988547
2025-12-15 06:00:00+00:00,89484.14,89888.43,89484.14,89887.32,0.08991,2025-12-15 06:59:59.999000+00:00,8066.1488762,32,0.07253,6510.5885991
2025-12-15 07:00:00+00:00,89879.21,89879.21,89533.61,89577.23,0.04308,2025-12-15 07:59:59.999000+00:00,3861.7087232,28,0.00579,519.8204753
2025-12-15 08:00:00+00:00,89854.84,89885.76,89836.45,89885.76,0.00062,2025-12-15 08:59:59.999000+00:00,55.7049466,5,0.00062,55.7049466
2025-12-15 09:00:00+00:00,89883.57,89993.13,89770.45,89918.26,0.02355,2025-12-15 09:59:59.999000+00:00,2117.5914178,12,0.02333,2097.8391589
2025-12-15 10:00:00+00:00,89966.93,89999.85,89624.3,89945.7,0.20893,2025-12-15 10:59:59.999000+00:00,18758.1454753,31,0.04764,4283.7135604
2025-12-15 11:00:00+00:00,89940.36,89940.36,89545.49,89620.0,0.09382,2025-12-15 11:59:59.999000+00:00,8416.8236443,33,0.00853,767.0070721
2025-12-15 12:00:00+00:00,89775.57,89795.5,89431.9,89779.26,0.12479,2025-12-15 12:59:59.999000+00:00,11186.5494525,48,0.09435,8461.5070379
2025-12-15 13:00:00+00:00,89772.2,89772.2,89354.31,89580.75,0.14342,2025-12-15 13:59:59.999000+00:00,12827.3124303,33,0.00831,745.2779272
2025-12-15 14:00:00+00:00,89578.17,89810.37,87869.97,87925.43,1.33717,2025-12-15 14:59:59.999000+00:00,118344.1014489,111,0.06936,6217.1302033
2025-12-15 15:00:00+00:00,87925.43,88312.32,86627.45,87119.32,2.5629,2025-12-15 15:59:59.999000+00:00,223570.5462171,216,0.27549,24140.4572125
2025-12-15 16:00:00+00:00,87117.31,87322.22,86111.29,86521.69,1.26788,2025-12-15 16:59:59.999000+00:00,109682.1931636,151,0.56478,48988.3290371
2025-12-15 17:00:00+00:00,86517.85,86517.85,85635.72,85887.95,0.50137,2025-12-15 17:59:59.999000+00:00,43065.5084699,92,0.30842,26479.3939602
2025-12-15 18:00:00+00:00,85649.06,86205.52,85111.26,86205.52,3.2681,2025-12-15 18:59:59.999000+00:00,280185.3703723,284,2.84084,243656.5591533
2025-12-15 19:00:00+00:00,86205.29,86494.23,85896.61,86313.76,0.14601,2025-12-15 19:59:59.999000+00:00,12572.5827448,77,0.05658,4877.0368742
2025-12-15 20:00:00+00:00,86284.57,86284.57,85678.82,86058.4,0.45995,2025-12-15 20:59:59.999000+00:00,39509.2787206,60,0.05085,4372.7718352
2025-12-15 21:00:00+00:00,85555.6,86205.53,85555.6,86205.53,0.52343,2025-12-15 21:59:59.999000+00:00,44960.3297374,82,0.48202,41400.589836
2025-12-15 22:00:00+00:00,86300.04,86300.04,85807.89,86274.0,0.13661,2025-12-15 22:59:59.999000+00:00,11758.1546208,58,0.10498,9037.9418008
2025-12-15 23:00:00+00:00,86273.52,86543.55,85915.33,86379.42,1.15163,2025-12-15 23:59:59.999000+00:00,99467.4571353,53,1.10192,95181.1509884
